chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
add-psa-namespace-reporting-cel,"This policy is valuable as it ensures that all namespaces within a Kubernetes cluster are labeled with Pod Security Admission (PSA) labels, which are crucial for defining security levels and ensuring that pods within a namespace operate under the defined Pod Security Standard (PSS). By enforcing namespace labeling, This policy audits namespaces to verify the presence of PSA labels. If a namespace is found without the required labels, it generates and maintain and ClusterPolicy Report in default namespace. This helps administrators identify namespaces that do not comply with the organization's security practices and take appropriate action to rectify the situation.","Topic 5: Policies, Kyverno, Modules","kyverno, policy, cluster, uncategorized, this, policies, kyverno-policies",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"This policy is valuable as it ensures that all namespaces within a Kubernetes cluster are labeled with Pod Security Admission (PSA) labels, which are crucial for defining security levels and ensuring that pods within a namespace operate under the defined Pod Security Standard (PSS). By enforcing namespace labeling, This policy audits namespaces to verify the presence of PSA labels. If a namespace is found without the required labels, it generates and maintain and ClusterPolicy Report in default namespace. This helps administrators identify namespaces that do not comply with the organization's security practices and take appropriate action to rectify the situation. kyverno, policy, cluster, uncategorized, this, policies, kyverno-policies",0.0377771302,0.03965106744,0.03706859607,0.03708192799,0.8484212783
add-quota,`add-quota` is a kcl mutation package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, `add-quota`, uncategorized, kcl-module, modules",0,0.1.0,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`add-quota` is a kcl mutation package kcl_lang, `add-quota`, uncategorized, kcl-module, modules",0.05655858437,0.05657418112,0.05660597963,0.05672151469,0.7735397402
add-rolebinding,`add-rolebinding` is a KCL mutation module.,"Topic 5: Policies, Kyverno, Modules","`add-rolebinding`, kcl_lang, uncategorized, kcl-module, modules",0,0.1.1,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`add-rolebinding` is a KCL mutation module. `add-rolebinding`, kcl_lang, uncategorized, kcl-module, modules",0.05902331218,0.05903981956,0.05907355395,0.05919578876,0.7636675255
add-rolebinding,"Typically in multi-tenancy and other use cases, when a new Namespace is created, users and other principals must be given some permissions to create and interact with resources in the Namespace. Very commonly, Roles and RoleBindings are used to grant permissions at the Namespace level. This policy generates a RoleBinding called `<userName>-admin-binding` in the new Namespace which binds to the ClusterRole `admin` as long as a `cluster-admin` did not create the Namespace. Additionally, an annotation named `kyverno.io/user` is added to the RoleBinding recording the name of the user responsible for the Namespace's creation.","Topic 5: Policies, Kyverno, Modules","kyverno, in, cluster, uncategorized, multi-tenancy, policies, kyverno-policies, typically",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Typically in multi-tenancy and other use cases, when a new Namespace is created, users and other principals must be given some permissions to create and interact with resources in the Namespace. Very commonly, Roles and RoleBindings are used to grant permissions at the Namespace level. This policy generates a RoleBinding called `<userName>-admin-binding` in the new Namespace which binds to the ClusterRole `admin` as long as a `cluster-admin` did not create the Namespace. Additionally, an annotation named `kyverno.io/user` is added to the RoleBinding recording the name of the user responsible for the Namespace's creation. kyverno, in, cluster, uncategorized, multi-tenancy, policies, kyverno-policies, typically",0.03720595092,0.03671888486,0.03638508235,0.03677589501,0.8529141869
add-runtimeclassname,"In the earlier Pod Security Policy controller, it was possible to configure a policy to add a Pod's runtimeClassName. This was beneficial in that various container runtimes could be specified according to a policy. This Kyverno policies mutates Pods to add a runtimeClassName of `prodclass`.","Topic 5: Policies, Kyverno, Modules","earlier, kyverno, in, uncategorized, policies, kyverno-policies, the",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"In the earlier Pod Security Policy controller, it was possible to configure a policy to add a Pod's runtimeClassName. This was beneficial in that various container runtimes could be specified according to a policy. This Kyverno policies mutates Pods to add a runtimeClassName of `prodclass`. earlier, kyverno, in, uncategorized, policies, kyverno-policies, the",0.07184576717,0.04681712495,0.04622206303,0.04620718334,0.7889078615
add-runtime-class-name,`add-runtime-class-name` is a kcl mutation package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, `add-runtime-class-name`, uncategorized, kcl-module, modules",0,0.1.0,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`add-runtime-class-name` is a kcl mutation package kcl_lang, `add-runtime-class-name`, uncategorized, kcl-module, modules",0.05545908667,0.05556383891,0.2329990383,0.05558701849,0.6003910176
add-safe-to-evict,`add-safe-to-evict` is a KCL mutation module,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, `add-safe-to-evict`, modules",0,0.1.0,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`add-safe-to-evict` is a KCL mutation module kcl_lang, uncategorized, kcl-module, `add-safe-to-evict`, modules",0.05902331218,0.05903981956,0.05907355395,0.05919578876,0.7636675255
add-safe-to-evict,"The Kubernetes cluster autoscaler does not evict pods that  use hostPath or emptyDir volumes. To allow eviction of these pods, the annotation  cluster-autoscaler.kubernetes.io/safe-to-evict=true must be added to the pods. ","Topic 5: Policies, Kyverno, Modules","kyverno, cluster, uncategorized, policies, kyverno-policies, the",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"The Kubernetes cluster autoscaler does not evict pods that  use hostPath or emptyDir volumes. To allow eviction of these pods, the annotation  cluster-autoscaler.kubernetes.io/safe-to-evict=true must be added to the pods.  kyverno, cluster, uncategorized, policies, kyverno-policies, the",0.04512987049,0.04410300513,0.1698411234,0.04423982127,0.6966861797
add-services,"Add an SSH Service to every VirtualMachineInstance which is getting created. This Service will use a ClusterIP, thus the admin has to ensure that the IP space is large enough and ClusterIP type can be met.","Topic 5: Policies, Kyverno, Modules","an, ssh, kyverno, uncategorized, policies, kyverno-policies, add",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Add an SSH Service to every VirtualMachineInstance which is getting created. This Service will use a ClusterIP, thus the admin has to ensure that the IP space is large enough and ClusterIP type can be met. an, ssh, kyverno, uncategorized, policies, kyverno-policies, add",0.04489612904,0.3126415464,0.04473209342,0.04566113711,0.552069094
add-sidecar-injection-namespace,"In order for Istio to inject sidecars to workloads deployed into Namespaces, the label `istio-injection` must be set to `enabled`. As an alternative to rejecting Namespace definitions which don't already contain this label, it can be added automatically. This policy adds the label `istio-inject` set to `enabled` for all new Namespaces.",Ingress Controller,"ingress controller, order, kyverno, in, policies, kyverno-policies, for",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"In order for Istio to inject sidecars to workloads deployed into Namespaces, the label `istio-injection` must be set to `enabled`. As an alternative to rejecting Namespace definitions which don't already contain this label, it can be added automatically. This policy adds the label `istio-inject` set to `enabled` for all new Namespaces. ingress controller, order, kyverno, in, policies, kyverno-policies, for",0.03803535719,0.03796689878,0.03747049583,0.03762142562,0.8489058226
add-tolerations,Pod tolerations are used to schedule on Nodes which have a matching taint. This policy adds the toleration `org.com/role=service:NoSchedule` if existing tolerations do not contain the key `org.com/role`.,"Topic 5: Policies, Kyverno, Modules","kyverno, pod, are, uncategorized, policies, kyverno-policies, tolerations",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Pod tolerations are used to schedule on Nodes which have a matching taint. This policy adds the toleration `org.com/role=service:NoSchedule` if existing tolerations do not contain the key `org.com/role`. kyverno, pod, are, uncategorized, policies, kyverno-policies, tolerations",0.04451761772,0.04477072289,0.04470637626,0.1842714348,0.6817338483
add-ttl-jobs,"Jobs which are user created can often pile up and consume excess space in the cluster. In Kubernetes 1.23, the TTL-after-finished controller is stable and will automatically clean up these Jobs if the ttlSecondsAfterFinished is specified. This policy adds the ttlSecondsAfterFinished field to an Job that does not have an ownerReference set if not already specified.","Topic 5: Policies, Kyverno, Modules","kyverno, jobs, cluster, are, uncategorized, policies, kyverno-policies, which",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Jobs which are user created can often pile up and consume excess space in the cluster. In Kubernetes 1.23, the TTL-after-finished controller is stable and will automatically clean up these Jobs if the ttlSecondsAfterFinished is specified. This policy adds the ttlSecondsAfterFinished field to an Job that does not have an ownerReference set if not already specified. kyverno, jobs, cluster, are, uncategorized, policies, kyverno-policies, which",0.1625705832,0.04336991288,0.04218441935,0.04270161206,0.7091734725
add-volume-deployment,"Some Kubernetes applications like HashiCorp Vault must perform some modifications to resources in order to invoke their specific functionality. Often times, that functionality is controlled by the presence of a label or specific annotation. This policy, based on HashiCorp Vault, adds a volume and volumeMount to a Deployment if there is an annotation called ""vault.k8s.corp.net/inject=enabled"" present.","Topic 5: Policies, Kyverno, Modules","kyverno, some, uncategorized, policies, kyverno-policies, applications",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Some Kubernetes applications like HashiCorp Vault must perform some modifications to resources in order to invoke their specific functionality. Often times, that functionality is controlled by the presence of a label or specific annotation. This policy, based on HashiCorp Vault, adds a volume and volumeMount to a Deployment if there is an annotation called ""vault.k8s.corp.net/inject=enabled"" present. kyverno, some, uncategorized, policies, kyverno-policies, applications",0.1616356343,0.03807206438,0.1139450944,0.03881337881,0.6475338282
adguard-home,DNS proxy as ad-blocker for local network,Ingress Controller,"as, ingress controller, lib42, lib42.github.io, proxy, dns",0,1.1.0,TRUE,lib42,https://lib42.github.io/charts,Unknown,0,0,0,0,"DNS proxy as ad-blocker for local network as, ingress controller, lib42, lib42.github.io, proxy, dns",0.05738798873,0.7710302108,0.05723837345,0.05731046592,0.0570329611
adguard-home,DNS proxy as ad-blocker for local network,Ingress Controller,"as, ingress controller, geek-cookbook, proxy, dns",0,5.5.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"DNS proxy as ad-blocker for local network as, ingress controller, geek-cookbook, proxy, dns",0.05644582057,0.7741366197,0.05617818566,0.05718011695,0.05605925714
adguard-home,A helm chart for Adguard Home.,"Topic 4: Helm, Chart, Kubernetes","jacobcolvin.com, jacobcolvin, helm_charts, uncategorized",0,0.4.0,TRUE,jacobcolvin,https://jacobcolvin.com/helm-charts,Unknown,0,0,0,0,"A helm chart for Adguard Home. jacobcolvin.com, jacobcolvin, helm_charts, uncategorized",0.0631805247,0.06323508693,0.06329349114,0.7474833732,0.062807524
admin-console-operator,A Helm chart for EDP Admin Console Operator,Secrets Management,"epmdedp, stable, edp_helm_charts, secrets management, operator",0,2.14.0,TRUE,epmdedp,https://epam.github.io/edp-helm-charts/stable,Apache-2.0,0,0,0,0,"A Helm chart for EDP Admin Console Operator epmdedp, stable, edp_helm_charts, secrets management, operator",0.3743096165,0.05147777617,0.4643667934,0.05738662669,0.0524591873
admin-networkpolicies,Configure AdminNetworkPolicy and BaselineNetworkPolicy resources for a cluster.,Certificate Management,"configure, and, cluster, adminnetworkpolicy, openshift-bootstraps, charts.stderr.at, certificate management",0,1.0.2,TRUE,openshift-bootstraps,https://charts.stderr.at/,Apache-2.0,0,0,0,0,"Configure AdminNetworkPolicy and BaselineNetworkPolicy resources for a cluster. configure, and, cluster, adminnetworkpolicy, openshift-bootstraps, charts.stderr.at, certificate management",0.7849549041,0.05377292305,0.05381457699,0.05357824611,0.05387934971
adminui,A Helm chart for Kubernetes,"Topic 2: Ingress, Controller, GitHub","sqream-charts, helm_charts, sqream.github.io, uncategorized",0,0.15.2,TRUE,sqream-charts,https://sqream.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes sqream-charts, helm_charts, sqream.github.io, uncategorized",0.0653067328,0.7370321634,0.06555011969,0.06764094183,0.06447004228
admission-controller,Lacework admission controller using Lacework proxy scanner,Certificate Management,"admission, helm_charts, controller, lacework, lacework-helm-charts, certificate management",0,0.23.2,TRUE,lacework-helm-charts,https://lacework.github.io/helm-charts/,Unknown,0,0,0,0,"Lacework admission controller using Lacework proxy scanner admission, helm_charts, controller, lacework, lacework-helm-charts, certificate management",0.613390527,0.05922855535,0.2163683208,0.05558309332,0.05542950348
adobe-flex-in-a-box-architecture,"Adobe's architecture diagram illustrates their sophisticated GitOps-based service delivery foundation called Flex, which orchestrates the journey of code from development to deployment. The system begins with Git Corp, where developers store their code templates, and uses a GitHub app to forward events through a redirect service. This redirect service then intelligently distributes these events between two Flexbox instances - redundant processing units that contain essential components like Argo CD for continuous delivery, a provisioner for resource management, and various Argo tools for handling events, workflows, and observability.
The architecture demonstrates Adobe's focus on scalability and reliability through its dual-Flexbox approach, where each Flexbox can communicate with target clusters and remote namespaces. The system includes a two-way ""Relocation"" capability between Flexboxes, allowing for workload redistribution when needed. The right side of the diagram shows how everything connects to their developer portal through a Flex backend, creating a comprehensive CI/CD system that manages deployments across their infrastructure while maintaining a clear developer experience through their CI/CD interface plugin.","Topic 1: Operator, Cluster, Management","catalog, meshery-catalog, diagram, architecture, uncategorized, adobe's, meshery.io",0,0.0.235,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"Adobe's architecture diagram illustrates their sophisticated GitOps-based service delivery foundation called Flex, which orchestrates the journey of code from development to deployment. The system begins with Git Corp, where developers store their code templates, and uses a GitHub app to forward events through a redirect service. This redirect service then intelligently distributes these events between two Flexbox instances - redundant processing units that contain essential components like Argo CD for continuous delivery, a provisioner for resource management, and various Argo tools for handling events, workflows, and observability.
The architecture demonstrates Adobe's focus on scalability and reliability through its dual-Flexbox approach, where each Flexbox can communicate with target clusters and remote namespaces. The system includes a two-way ""Relocation"" capability between Flexboxes, allowing for workload redistribution when needed. The right side of the diagram shows how everything connects to their developer portal through a Flex backend, creating a comprehensive CI/CD system that manages deployments across their infrastructure while maintaining a clear developer experience through their CI/CD interface plugin. catalog, meshery-catalog, diagram, architecture, uncategorized, adobe's, meshery.io",0.5176844263,0.3211264829,0.02670573172,0.02637704285,0.1081063162
adshield-proxy,Ad-Shield Proxy,"Topic 2: Ingress, Controller, GitHub","ad_shield.github.io, helm_charts, uncategorized, ad-shield, adshield, proxy",0,0.0.2,TRUE,adshield,https://ad-shield.github.io/helm-charts,Unknown,0,0,0,0,"Ad-Shield Proxy ad_shield.github.io, helm_charts, uncategorized, ad-shield, adshield, proxy",0.07425031132,0.7017920965,0.07467360983,0.07542219263,0.07386178966
advanced-restrict-image-registries,"In instances where a ClusterPolicy defines all the approved image registries is insufficient, more granular control may be needed to set permitted registries, especially in multi-tenant use cases where some registries may be based on the Namespace. This policy shows an advanced version of the Restrict Image Registries policy which gets a global approved registry from a ConfigMap and, based upon an annotation at the Namespace level, gets the registry approved for that Namespace.","Topic 5: Policies, Kyverno, Modules","instances, kyverno, in, uncategorized, policies, kyverno-policies, where",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"In instances where a ClusterPolicy defines all the approved image registries is insufficient, more granular control may be needed to set permitted registries, especially in multi-tenant use cases where some registries may be based on the Namespace. This policy shows an advanced version of the Restrict Image Registries policy which gets a global approved registry from a ConfigMap and, based upon an annotation at the Namespace level, gets the registry approved for that Namespace. instances, kyverno, in, uncategorized, policies, kyverno-policies, where",0.04108895143,0.03847112905,0.03859859535,0.03879799456,0.8430433296
advanced-restrict-image-registries-cel,"In instances where a ClusterPolicy defines all the approved image registries is insufficient, more granular control may be needed to set permitted registries, especially in multi-tenant use cases where some registries may be based on the Namespace. This policy shows an advanced version of the Restrict Image Registries policy which gets a global approved registry from a ConfigMap and, based upon an annotation at the Namespace level, gets the registry approved for that Namespace.","Topic 5: Policies, Kyverno, Modules","instances, kyverno, in, uncategorized, policies, kyverno-policies, where",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"In instances where a ClusterPolicy defines all the approved image registries is insufficient, more granular control may be needed to set permitted registries, especially in multi-tenant use cases where some registries may be based on the Namespace. This policy shows an advanced version of the Restrict Image Registries policy which gets a global approved registry from a ConfigMap and, based upon an annotation at the Namespace level, gets the registry approved for that Namespace. instances, kyverno, in, uncategorized, policies, kyverno-policies, where",0.04108895143,0.03847112905,0.03859859535,0.03879799456,0.8430433296
adventureworks,No description available,"Topic 2: Ingress, Controller, GitHub","chart.kronkltd.net, kronkltd, uncategorized",0,0.1.0,TRUE,kronkltd,https://chart.kronkltd.net/,Unknown,0,0,0,0,"No description available chart.kronkltd.net, kronkltd, uncategorized",0.06868819546,0.7266189241,0.06801825272,0.06883497052,0.06783965717
advertise-node-extended-resources,"Kubernetes Nodes, in addition to standard compute resources like CPU and memory, may offer extended resources such as FPGAs and GPUs, both of which can be defined per custom design. These extended resources are advertised in the `status` object of a Node. This policy, functional only starting in Kyverno 1.9, adds the extended resource `example.com/dongle` with a value/capacity of `2` to Kubernetes Nodes.","Topic 5: Policies, Kyverno, Modules","nodes, kyverno, in, uncategorized, policies, kyverno-policies",0,1.0.0,TRUE,kyverno-policies,https://github.com/kyverno/policies,Unknown,0,0,0,0,"Kubernetes Nodes, in addition to standard compute resources like CPU and memory, may offer extended resources such as FPGAs and GPUs, both of which can be defined per custom design. These extended resources are advertised in the `status` object of a Node. This policy, functional only starting in Kyverno 1.9, adds the extended resource `example.com/dongle` with a value/capacity of `2` to Kubernetes Nodes. nodes, kyverno, in, uncategorized, policies, kyverno-policies",0.03934120112,0.3388749306,0.03913668524,0.03952004852,0.5431271346
aerospike-graph,Aerospike Graph Service,Database,"aerospike-helm, database, service, graph, aerospike, artifact.aerospike.io",0,2.6.1,TRUE,aerospike-helm,https://artifact.aerospike.io/helm,Unknown,0,0,0,0,"Aerospike Graph Service aerospike-helm, database, service, graph, aerospike, artifact.aerospike.io",0.709334383,0.07280514492,0.0723204894,0.07362848987,0.07191149285
aerospike-vector-search,A Helm chart for Aerospike Vector Search,Database,"database, artifact.aerospike.io, aerospike-helm",0,0.7.2,TRUE,aerospike-helm,https://artifact.aerospike.io/helm,Unknown,0,0,0,0,"A Helm chart for Aerospike Vector Search database, artifact.aerospike.io, aerospike-helm",0.06252303788,0.06252662749,0.06218547104,0.7507988175,0.06196604607
agave,Agave (previously Solana) blockchain node Helm chart,"Topic 4: Helm, Chart, Kubernetes","dysnix.github.io, uncategorized, agave, dysnix, (previously, solana)",0,0.2.1,TRUE,dysnix,https://dysnix.github.io/charts,Unknown,0,0,0,0,"Agave (previously Solana) blockchain node Helm chart dysnix.github.io, uncategorized, agave, dysnix, (previously, solana)",0.06349852823,0.06384284515,0.06381770604,0.7452949517,0.06354596889
agent,Optimizely Agent - use Optimizely Full Stack and Rollouts with a microservice,"Topic 3: Prometheus, Exporter, Visualization","agent, optimizely.github.io, -, optimizely_agent_helm, uncategorized, optimizely-agent, optimizely",0,1.4.0,TRUE,optimizely-agent,https://optimizely.github.io/optimizely-agent-helm,Apache-2.0,0,0,0,0,"Optimizely Agent - use Optimizely Full Stack and Rollouts with a microservice agent, optimizely.github.io, -, optimizely_agent_helm, uncategorized, optimizely-agent, optimizely",0.06595600095,0.2598402789,0.5408758703,0.06672826553,0.06659958431
agent,This is a KCL package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, this, modules",0,0.2.1,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"This is a KCL package kcl_lang, uncategorized, kcl-module, this, modules",0.06209762063,0.06212581596,0.06208005159,0.06239601139,0.7513005004
agent-mysql,A Helm chart for DeBeAndo Agent for MySQL,"Topic 3: Prometheus, Exporter, Visualization","helm_charts, debeando.github.io, debeando, uncategorized",0,0.10.0,TRUE,debeando,https://debeando.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for DeBeAndo Agent for MySQL helm_charts, debeando.github.io, debeando, uncategorized",0.06056569608,0.05887638785,0.7643746134,0.05908720188,0.05709610079
ai-inference,A Helm chart for Kubernetes,"Topic 2: Ingress, Controller, GitHub","intel.github.io, intel, helm_charts, uncategorized",0,0.8.2,TRUE,intel,https://intel.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes intel.github.io, intel, helm_charts, uncategorized",0.06598552736,0.7339709386,0.06633047464,0.06843532877,0.06527773065
airbyte-api-server,Helm chart to deploy airbyte-api-server,"Topic 4: Helm, Chart, Kubernetes","to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0,0.293.4,TRUE,airbyte,https://airbytehq.github.io/helm-charts,Unknown,0,0,0,0,"Helm chart to deploy airbyte-api-server to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0.06041315292,0.06046616583,0.06047841098,0.7584928293,0.06014944095
airbyte-bootloader,Helm chart to deploy airbyte-bootloader,"Topic 4: Helm, Chart, Kubernetes","to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0,1.4.0-rc-92ab0b7587,TRUE,airbyte,https://airbytehq.github.io/helm-charts,Unknown,0,0,0,0,"Helm chart to deploy airbyte-bootloader to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0.06782166087,0.06794698707,0.06804230087,0.7287178076,0.06747124359
airbyte-cron,Helm chart to deploy airbyte-cron,"Topic 4: Helm, Chart, Kubernetes","to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0,0.40.37,TRUE,airbyte,https://airbytehq.github.io/helm-charts,Unknown,0,0,0,0,"Helm chart to deploy airbyte-cron to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0.06362501378,0.0628755572,0.06287241409,0.7481718764,0.06245513852
airbyte-workload-api-server,Helm chart to deploy airbyte-api-server,"Topic 4: Helm, Chart, Kubernetes","to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0,0.49.18,TRUE,airbyte,https://airbytehq.github.io/helm-charts,Unknown,0,0,0,0,"Helm chart to deploy airbyte-api-server to, helm_charts, uncategorized, airbyte, airbytehq.github.io",0.06041315292,0.06046616583,0.06047841098,0.7584928293,0.06014944095
airflow,"a platform to programmatically author, schedule, and monitor workflows","Topic 4: Helm, Chart, Kubernetes","to, rock8s, uncategorized, platform, charts.rock8s.com",0,1.8.0,TRUE,rock8s,https://charts.rock8s.com,Unknown,0,0,0,0,"a platform to programmatically author, schedule, and monitor workflows to, rock8s, uncategorized, platform, charts.rock8s.com",0.06491257185,0.06211407469,0.2142641495,0.5969142491,0.06179495483
airflow,Fork from airflow official repo to add multirepo guitsync .,Secrets Management,"fork, from, multigit-airflow, airflow, secrets management, multirepo_gitsync, koustreak.github.io",0,1.15.1,TRUE,multigit-airflow,https://koustreak.github.io/multirepo-gitsync,Apache-2.0,0,0,0,0,"Fork from airflow official repo to add multirepo guitsync . fork, from, multigit-airflow, airflow, secrets management, multirepo_gitsync, koustreak.github.io",0.06206476032,0.06182239947,0.4643910911,0.347147581,0.06457416811
airflow,"The official Helm chart to deploy Apache Airflow, a platform to programmatically author, schedule, and monitor workflows",Secrets Management,"the, helm_charts, sqream.github.io, official, secrets management, sqream-charts",0,1.17.0,TRUE,sqream-charts,https://sqream.github.io/helm-charts,Apache-2.0,0,0,0,0,"The official Helm chart to deploy Apache Airflow, a platform to programmatically author, schedule, and monitor workflows the, helm_charts, sqream.github.io, official, secrets management, sqream-charts",0.04711573226,0.2196376799,0.4325167252,0.2544890457,0.04624081693
airflow,"Apache Airflow is a platform to programmatically author, schedule and monitor workflows.",Secrets Management,"apache, charts.riftbit.com, airflow, secrets management, riftbit",0,11.0.4,TRUE,riftbit,https://charts.riftbit.com/,Unknown,0,0,0,0,"Apache Airflow is a platform to programmatically author, schedule and monitor workflows. apache, charts.riftbit.com, airflow, secrets management, riftbit",0.4424573905,0.05508670852,0.3906219327,0.0574242056,0.05440976269
airflow,"The official Helm chart to deploy Apache Airflow, a platform to programmatically author, schedule, and monitor workflows",Secrets Management,"the, artifacthub, official, secrets management, svtech",0,1.10.0,TRUE,svtech,https://svtechnmaa.github.io/charts/artifacthub/,Apache-2.0,0,0,0,0,"The official Helm chart to deploy Apache Airflow, a platform to programmatically author, schedule, and monitor workflows the, artifacthub, official, secrets management, svtech",0.3452147202,0.04739956624,0.5098820093,0.05037854958,0.04712515465
airflow-operator,The Kubedoop operator for Apache airflow,"Topic 1: Operator, Cluster, Management","kubedoop_helm_charts, uncategorized, kubedoop, the, operator",0,0.1.0,TRUE,kubedoop,https://zncdatadev.github.io/kubedoop-helm-charts/,Apache-2.0,0,0,0,0,"The Kubedoop operator for Apache airflow kubedoop_helm_charts, uncategorized, kubedoop, the, operator",0.5794257402,0.06930540655,0.2121094943,0.07005728164,0.06910207732
airflow-postgresql-ha,"This PostgreSQL cluster solution includes the PostgreSQL replication manager, an open-source tool for managing replication and failover on PostgreSQL clusters.",Database,"postgresql, database, artifacthub, cluster, this, svtech",0,9.8.6,TRUE,svtech,https://svtechnmaa.github.io/charts/artifacthub/,Unknown,0,0,0,0,"This PostgreSQL cluster solution includes the PostgreSQL replication manager, an open-source tool for managing replication and failover on PostgreSQL clusters. postgresql, database, artifacthub, cluster, this, svtech",0.4753547847,0.3708147091,0.05073994827,0.05226478396,0.05082577396
airsonic,Airsonic is a Free and Open Source community driven media server,"Topic 4: Helm, Chart, Kubernetes","geek-cookbook, airsonic, uncategorized",0,6.4.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"Airsonic is a Free and Open Source community driven media server geek-cookbook, airsonic, uncategorized",0.05388258042,0.0503429679,0.05365550642,0.7922802898,0.04983865547
airsonic-advanced,"Airsonic is a free, web-based media streamer, providing ubiquitous access to your music.","Topic 4: Helm, Chart, Kubernetes","airsonic-advanced, uncategorized, airsonic, airsonic_advanced",0,0.3.1,TRUE,airsonic-advanced,https://pmoscode-helm.github.io/airsonic-advanced/,MIT,0,0,0,0,"Airsonic is a free, web-based media streamer, providing ubiquitous access to your music. airsonic-advanced, uncategorized, airsonic, airsonic_advanced",0.05721243619,0.3366546617,0.05208133807,0.5016879702,0.05236359389
ai-scale-auth,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","dysnix.github.io, dysnix, uncategorized",0,0.1.1,TRUE,dysnix,https://dysnix.github.io/charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes dysnix.github.io, dysnix, uncategorized",0.071276465,0.07150614012,0.0714662769,0.7147285943,0.07102252368
ai-scale-doer,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","dysnix.github.io, dysnix, uncategorized",0,0.1.0,TRUE,dysnix,https://dysnix.github.io/charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes dysnix.github.io, dysnix, uncategorized",0.071276465,0.07150614012,0.0714662769,0.7147285943,0.07102252368
ai-scale-provider,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","dysnix.github.io, dysnix, uncategorized",0,0.1.0,TRUE,dysnix,https://dysnix.github.io/charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes dysnix.github.io, dysnix, uncategorized",0.071276465,0.07150614012,0.0714662769,0.7147285943,0.07102252368
ai-scale-saver,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","dysnix.github.io, dysnix, uncategorized",0,0.1.0,TRUE,dysnix,https://dysnix.github.io/charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes dysnix.github.io, dysnix, uncategorized",0.071276465,0.07150614012,0.0714662769,0.7147285943,0.07102252368
